41,3854,Glendining,69352 Killdeer Pass,FALSE,FALSE,FALSE
42,3948,Tern,9223 Jackson Terrace,FALSE,TRUE,TRUE
43,4042,Acton,5344 Merrick Terrace,TRUE,TRUE,FALSE
44,4136,O'Downe,678 Bay Street,FALSE,FALSE,FALSE
45,4230,Robb,8713 Crownhardt Crossing,FALSE,FALSE,TRUE
46,4324,Parsisson,90 Dawn Parkway,FALSE,TRUE,TRUE
47,4418,Dirr,360 Hallows Parkway,FALSE,FALSE,TRUE
48,4512,Iacomi,36 Oak Valley Avenue,TRUE,TRUE,FALSE
49,4606,Hearnes,9 Victoria Park,TRUE,FALSE,FALSE
50,4700,Paumier,240 Schmedeman Parkway,FALSE,FALSE,FALSE
51,4794,Gouldstraw,95700 Charing Cross Hill,FALSE,FALSE,TRUE
52,4888,Ottosen,22 Annamark Court,TRUE,TRUE,TRUE
53,4982,Durnin,198 Algoma Point,TRUE,FALSE,TRUE
54,5076,Mahoney,06 Grover Circle,TRUE,FALSE,TRUE
55,5170,Shurey,83791 Redwing Alley,FALSE,TRUE,FALSE
56,5264,Deaves,53 Stone Corner Park,FALSE,TRUE,TRUE
57,5358,Balnave,8 Vermont Avenue,TRUE,FALSE,TRUE
58,5452,Wakeham,727 Kinsman Circle,FALSE,TRUE,TRUE
59,5546,Purrington,2831 Mosinee Trail,TRUE,TRUE,TRUE
60,5640,Gergely,7 Buena Vista Avenue,TRUE,FALSE,TRUE
61,5734,Zoppie,75906 Roxbury Crossing,TRUE,TRUE,FALSE
62,5828,Francescotti,059 Crownhardt Street,FALSE,TRUE,FALSE
63,5922,Core,096 Pennsylvania Court,FALSE,TRUE,FALSE
64,6016,Muehler,55699 Everett Junction,TRUE,TRUE,FALSE
65,6110,Gregon,3924 Butternut Circle,TRUE,TRUE,FALSE
66,6204,Jikylls,795 Dahle Parkway,FALSE,TRUE,TRUE
67,6298,Morin,60782 Carey Pass,TRUE,TRUE,TRUE
68,6392,Pearle,5 Bowman Hill,TRUE,FALSE,FALSE
69,6486,Seabridge,19093 Elmside Crossing,FALSE,TRUE,TRUE
70,6580,Fernyhough,81404 Mcguire Street,TRUE,TRUE,TRUE
71,6674,Bushaway,3197 Clove Point,FALSE,TRUE,TRUE
72,6768,Garstan,76 Sauthoff Junction,FALSE,TRUE,TRUE
73,6862,Ennor,5 North Way,FALSE,FALSE,TRUE
74,6956,Chrippes,25 Basil Drive,TRUE,FALSE,FALSE
75,7050,Dowears,94 Westport Circle,TRUE,TRUE,FALSE
76,7144,Stede,67151 Westerfield Circle,FALSE,TRUE,FALSE
77,7238,Summerside,29 Tomscot Terrace,TRUE,FALSE,TRUE
78,7332,Tyrie,0432 Crowley Point,FALSE,FALSE,TRUE
79,7426,Berrygun,8557 Troy Circle,FALSE,TRUE,TRUE
80,7520,Budgen,983 Northfield Circle,TRUE,TRUE,FALSE
81,7614,Covington,3 Waxwing Crossing,TRUE,FALSE,FALSE
82,7708,Aleixo,16759 School Terrace,TRUE,TRUE,FALSE
83,7802,Kisar,61716 Cambridge Plaza,FALSE,TRUE,TRUE
84,7896,Arnald,0487 Grover Trail,FALSE,FALSE,TRUE
85,7990,Brunone,33564 Tony Alley,FALSE,TRUE,TRUE
86,8084,Ronchi,48736 Eggendart Alley,TRUE,TRUE,TRUE
87,8178,Semper,2 Kings Street,TRUE,TRUE,FALSE
88,8272,Grushin,34 Artisan Point,TRUE,TRUE,FALSE
89,8366,Crosser,21386 Hollow Ridge Junction,TRUE,FALSE,FALSE
90,8460,Pratley,0 Bartillon Plaza,TRUE,TRUE,FALSE
91,8554,Hotchkin,11849 American Center,FALSE,FALSE,TRUE
92,8648,Haddrell,80 Stephen Trail,TRUE,FALSE,FALSE
93,8742,Gerrets,089 Wayridge Drive,TRUE,TRUE,FALSE
94,8836,Maase,52450 Independence Lane,FALSE,FALSE,TRUE
95,8930,Cayle,5 Dennis Pass,TRUE,TRUE,TRUE
96,9024,Osmar,56790 Warner Road,TRUE,FALSE,TRUE
97,9118,Bill,024 Dwight Plaza,TRUE,TRUE,FALSE
98,9212,Chipperfield,44949 Mayer Street,TRUE,FALSE,FALSE
99,9306,MacGee,0983 Acker Way,TRUE,TRUE,FALSE
100,9400,Ebunoluwa,533 Namekagon Terrace,TRUE,FALSE,FALSE
